idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,present_employment_since,marriage,age_in_years,housing,foreign_worker,job
517,0,0,0,6,4,1361,1,0,40,1,1,1
518,1,1,3,36,4,7127,1,1,23,0,0,2
519,0,0,0,6,2,1203,4,0,43,1,0,2
520,0,0,3,6,4,700,4,0,36,2,0,2
521,0,0,3,24,4,5507,4,0,44,2,0,2
522,1,1,0,18,2,3190,2,1,24,1,0,2
523,1,0,0,48,0,7119,2,0,53,2,0,2
524,0,1,3,24,2,3488,3,1,23,1,0,2
525,0,1,1,18,2,1113,2,1,26,1,0,1
526,0,0,1,26,2,7966,1,0,30,1,0,2
527,0,1,3,15,4,1532,2,1,31,1,0,2
528,0,0,3,4,4,1503,3,0,42,1,0,1
529,1,0,0,36,2,2302,2,2,31,0,0,2
530,0,0,0,6,2,662,1,0,41,1,0,1
531,0,0,1,36,2,2273,3,0,32,1,0,2
532,1,1,1,15,2,2631,2,1,28,0,0,2
533,0,0,3,12,3,1503,2,3,41,0,0,2
534,0,0,3,24,2,1311,3,3,26,1,0,2
535,0,0,3,24,2,3105,1,0,25,1,0,2
536,1,0,2,21,4,2319,1,2,33,0,0,2
537,0,1,0,6,2,1374,0,1,75,1,0,3
538,0,1,1,18,4,3612,4,1,37,1,0,2
539,1,0,0,48,2,7763,4,0,42,2,0,3
540,0,1,2,18,2,3049,1,1,45,1,0,1
541,1,0,1,12,2,1534,1,3,23,0,0,2
542,0,0,3,24,3,2032,4,0,60,2,0,2
543,1,0,0,30,2,6350,4,0,31,1,0,2
544,1,0,2,18,2,2864,2,0,34,1,0,1
545,0,0,3,12,4,1255,4,0,61,1,0,1
546,1,0,0,24,3,1333,0,0,43,2,0,2
547,0,1,3,24,4,2022,2,1,37,1,0,2
548,0,0,3,24,2,1552,3,0,32,1,0,2
549,1,1,0,12,1,626,2,1,24,1,0,1
550,0,0,3,48,4,8858,3,0,35,2,0,2
551,0,1,3,12,4,996,3,1,23,1,0,2
552,0,0,3,6,1,1750,4,0,45,1,0,1
553,1,0,0,48,2,6999,3,3,34,1,0,2
554,0,0,1,12,4,1995,1,0,27,1,0,2
555,0,1,1,9,2,1199,3,1,67,1,0,3
556,1,0,1,12,2,1331,1,0,22,1,0,2
557,1,1,1,18,0,2278,1,1,28,1,0,2
558,1,1,3,21,0,5003,2,1,29,1,0,2
559,1,0,0,24,1,3552,3,0,27,1,0,2
560,1,0,1,18,4,1928,1,0,31,1,0,1
561,0,0,0,24,2,2964,4,0,49,2,0,2
562,1,0,0,24,1,1546,3,0,24,0,0,1
563,0,1,2,6,3,683,1,1,29,1,0,2
564,1,0,1,36,2,12389,2,0,37,2,0,2
565,0,0,1,24,3,4712,2,0,37,1,0,3
566,0,1,1,24,3,1553,3,1,23,0,0,2
567,1,0,0,12,2,1372,3,2,36,1,0,2
568,0,0,3,24,4,2578,4,0,34,1,0,2
569,0,0,1,48,2,3979,3,0,41,1,0,2
570,1,1,0,48,2,6758,2,1,31,1,0,2
571,1,1,0,24,2,3234,1,1,23,0,0,1
572,0,0,3,30,4,5954,3,0,38,1,0,2
573,0,1,3,24,2,5433,0,1,26,0,0,3
574,0,1,0,15,2,806,2,1,22,1,0,1
575,0,0,1,9,2,1082,4,0,27,1,0,1
576,0,1,3,15,4,2788,3,1,24,1,0,2
577,0,1,1,12,2,2930,3,1,27,1,0,2
578,0,1,3,24,4,1927,2,1,33,1,0,2
579,1,0,1,36,4,2820,1,2,27,1,0,2
580,0,0,3,24,2,937,1,3,27,1,0,1
581,1,0,1,18,4,1056,4,0,30,1,0,2
582,0,0,1,12,4,3124,1,0,49,1,0,1
583,0,1,3,9,2,1388,2,1,26,0,0,2
584,1,0,1,36,2,2384,1,0,33,0,0,1
585,0,1,3,12,2,2133,4,1,52,2,0,3
586,1,1,0,18,2,2039,2,1,20,0,0,2
587,0,0,0,9,4,2799,2,0,36,0,0,2
588,0,0,0,12,2,1289,2,0,21,1,0,1
589,1,0,0,18,2,1217,2,3,47,1,0,1
590,1,0,0,12,4,2246,4,0,60,1,0,2
591,0,1,0,12,4,385,3,1,58,1,0,1
592,0,1,1,24,3,1965,2,1,42,0,0,2
593,0,1,3,21,2,1572,4,1,36,1,0,1
594,1,1,1,24,2,2718,2,1,20,0,0,1
595,1,0,0,24,1,1358,4,0,40,1,0,3
596,1,1,1,6,1,931,1,1,32,1,0,1
597,1,1,0,24,2,1442,3,1,23,0,0,2
598,1,0,1,24,0,4241,2,0,36,1,0,1
599,1,0,3,18,4,2775,3,0,31,1,0,2
600,0,0,3,24,3,3863,2,0,32,2,0,2
601,0,1,1,7,2,2329,1,1,45,1,0,2
602,1,1,1,9,2,918,2,1,30,1,0,2
603,1,1,1,24,1,1837,3,1,34,2,0,1
604,1,1,3,36,2,3349,2,1,28,1,0,3
605,0,1,2,10,2,1275,1,1,23,1,0,2
606,0,0,0,24,1,2828,2,0,22,1,0,2
607,0,0,3,24,4,4526,2,0,74,1,0,3
608,1,1,1,36,2,2671,2,1,50,2,0,2
609,0,0,3,18,2,2051,1,0,33,1,0,2
610,0,0,3,15,2,1300,4,0,45,2,0,2
611,1,1,0,12,2,741,0,1,22,1,0,2
612,1,1,2,10,2,1240,4,1,48,2,0,1
613,0,1,0,21,2,3357,1,1,29,1,0,2
614,0,1,0,24,1,3632,2,1,22,0,1,2
615,1,1,3,18,3,1808,3,1,22,1,0,2
616,0,0,1,48,0,12204,2,0,48,1,0,3
617,0,0,1,60,3,9157,2,0,27,2,0,3
618,0,0,0,6,4,3676,2,0,37,0,0,2
619,1,1,1,30,2,3441,2,1,21,0,0,2
620,0,0,3,12,2,640,2,2,49,1,0,1
621,0,0,1,21,4,3652,3,0,27,1,0,2
622,1,0,3,18,4,1530,2,0,32,1,0,2
623,1,0,3,48,2,3914,2,2,38,1,0,2
624,0,1,0,12,2,1858,1,1,22,0,0,2
625,1,0,0,18,2,2600,2,0,65,2,0,2
626,0,0,3,15,2,1979,4,0,35,1,0,2
627,0,0,2,6,2,2116,2,0,41,1,0,2
628,1,0,1,9,1,1437,3,0,29,1,0,2
629,0,0,3,42,4,4042,2,0,36,1,0,2
630,0,0,3,9,2,3832,4,0,64,1,0,1
631,0,1,0,24,2,3660,2,1,28,1,0,2
632,1,0,0,18,1,1553,2,0,44,1,0,2
633,0,0,1,15,2,1444,1,0,23,1,0,2
634,1,1,3,9,2,1980,1,1,19,0,0,2
635,1,1,1,24,2,1355,1,1,25,1,0,1
636,0,0,3,12,2,1393,4,0,47,1,0,2
637,0,1,3,24,2,1376,3,1,28,1,0,2
638,0,0,3,60,3,15653,3,0,21,1,0,2
639,0,1,3,12,2,1493,1,1,34,1,0,2
640,1,0,0,42,3,4370,3,0,26,1,0,2
641,1,1,0,18,2,750,0,1,27,1,0,0
642,0,0,1,15,2,1308,4,0,38,1,0,1
643,1,0,3,15,2,4623,2,0,40,1,0,3
644,0,0,3,24,4,1851,3,3,33,1,0,2
645,0,0,0,18,4,1880,3,3,32,1,0,3
646,1,0,3,36,3,7980,1,0,27,0,0,2
647,0,0,0,30,0,4583,2,2,32,1,0,2
648,1,1,3,12,2,1386,2,1,26,1,0,2
649,1,0,2,24,2,947,3,0,38,2,0,2
650,1,0,0,12,2,684,2,0,40,0,0,1
651,0,0,0,48,2,7476,3,0,50,2,0,3
652,1,0,1,12,2,1922,2,0,37,1,0,1
653,1,0,0,24,2,2303,4,0,45,1,0,2
654,1,0,1,36,3,8086,4,0,42,1,0,3
655,0,0,3,24,4,2346,3,0,35,1,0,2
656,0,0,0,14,2,3973,0,0,22,2,0,2
657,1,0,1,12,2,888,4,0,41,1,0,1
658,0,0,3,48,2,10222,3,0,37,1,0,2
659,0,1,1,30,0,4221,2,1,28,1,0,2
660,0,0,1,18,4,6361,4,0,41,1,0,2
661,0,0,2,12,2,1297,2,3,23,0,0,2
662,1,0,0,12,2,900,2,3,23,1,0,2
663,0,0,3,21,2,2241,4,0,50,1,0,2
664,0,0,1,6,3,1050,0,0,35,1,0,3
665,0,1,2,6,4,1047,2,1,50,1,0,1
666,0,0,3,24,4,6314,0,0,27,1,0,3
667,0,0,1,30,1,3496,2,0,34,1,0,2
668,0,1,3,48,1,3609,2,1,27,1,0,2
669,1,0,0,12,4,4843,4,0,43,0,0,2
670,0,0,2,30,4,3017,4,0,47,1,0,2
671,0,0,3,24,4,4139,2,0,27,1,0,1
672,0,0,3,36,2,5742,3,0,31,1,0,2
673,0,0,3,60,2,10366,4,0,42,1,0,3
674,0,0,3,6,4,2080,2,3,24,1,0,2
675,1,0,3,21,3,2580,1,0,41,1,0,1
676,0,1,3,30,4,4530,3,1,26,0,0,3
677,0,0,3,24,4,5150,4,0,33,1,0,2
678,1,0,1,72,2,5595,2,3,24,1,0,2
679,0,0,0,24,2,2384,4,0,64,0,0,1
680,0,1,3,18,2,1453,1,1,26,1,0,2
681,0,1,3,6,2,1538,1,1,56,1,0,2
682,0,0,3,12,2,2279,2,0,37,2,0,2
683,0,0,3,15,3,1478,2,3,33,1,0,2
684,0,0,3,24,4,5103,1,3,47,2,0,2
685,0,0,1,36,3,9857,3,0,31,1,0,1
686,0,0,3,60,2,6527,2,0,34,2,0,2
687,0,0,2,10,4,1347,3,0,27,1,0,2
688,0,0,1,36,3,2862,4,0,30,2,0,2
689,0,0,3,9,2,2753,4,0,35,1,0,2
690,0,0,0,12,2,3651,2,0,31,1,0,2
691,0,0,0,15,4,975,2,2,25,1,0,2
692,0,1,1,15,2,2631,2,1,25,1,0,1
693,0,0,1,24,2,2896,1,0,29,1,0,2
694,0,0,0,6,4,4716,1,0,44,1,0,1
695,0,0,3,24,2,2284,3,0,28,1,0,2
696,0,0,3,6,2,1236,2,0,50,0,0,2
697,0,0,1,12,2,1103,3,0,29,1,1,2
698,0,1,3,12,4,926,0,1,38,1,0,0
699,0,0,3,18,4,1800,2,0,24,1,0,2
700,0,0,2,15,2,1905,4,0,40,0,0,3
701,1,1,3,12,2,1123,2,1,29,0,0,1
702,1,0,0,48,4,6331,4,0,46,2,0,2
703,0,1,2,24,2,1377,4,1,47,2,0,2
704,0,0,1,30,3,2503,4,0,41,1,0,2
705,0,1,1,27,2,2528,1,1,32,1,0,2
706,0,1,3,15,2,5324,4,1,35,2,0,2
707,1,0,1,48,2,6560,3,0,24,1,0,2
708,1,1,1,12,0,2969,1,1,25,0,0,2
709,0,1,1,9,2,1206,4,1,25,1,0,2
710,0,0,1,9,2,2118,2,0,37,1,0,1
711,0,0,3,18,4,629,4,0,32,1,0,3
712,1,1,0,6,1,1198,4,1,35,2,0,2
713,0,0,3,21,2,2476,4,0,46,1,0,3
714,0,0,0,9,4,1138,2,0,25,1,0,1
715,1,0,1,60,2,14027,3,0,27,1,0,3
716,0,0,3,30,4,7596,4,0,63,1,0,2
717,0,0,3,30,4,3077,4,0,40,1,0,2
718,0,0,3,18,2,1505,2,0,32,2,0,3
719,0,0,2,24,4,3148,2,0,31,1,0,2
720,0,0,1,20,0,6148,4,3,31,1,0,2
721,1,0,2,9,0,1337,1,0,34,1,0,3
722,1,1,1,6,1,433,1,1,24,0,0,2
723,1,1,0,12,2,1228,2,1,24,1,0,1
724,0,1,1,9,2,790,2,1,66,1,0,1
725,1,1,3,27,2,2570,2,1,21,0,0,2
726,0,1,3,6,4,250,2,1,41,1,0,1
727,0,0,3,15,4,1316,2,3,47,1,0,1
728,1,1,0,18,2,1882,2,1,25,0,0,2
729,1,1,1,48,1,6416,4,1,59,0,0,2
730,0,0,2,24,4,1275,2,2,36,1,0,2
731,0,0,1,24,3,6403,1,0,33,1,0,2
732,1,0,0,24,2,1987,2,0,21,0,0,1
733,0,1,1,8,2,760,3,1,44,1,0,1
734,0,1,3,24,2,2603,2,1,28,0,0,2
735,0,1,3,4,4,3380,3,1,37,1,0,2
736,0,1,1,36,1,3990,1,1,29,1,0,0
737,1,1,1,24,2,11560,2,1,23,0,0,3
738,0,0,0,18,2,4380,2,0,35,1,0,1
739,0,0,3,6,4,6761,3,0,45,1,0,3
740,1,1,1,30,0,4280,2,1,26,0,0,1
741,0,0,0,24,1,2325,3,0,32,1,0,2
742,0,0,1,10,1,1048,2,0,23,1,0,1
743,0,0,3,21,2,3160,4,0,41,1,0,2
744,0,0,0,24,1,2483,2,0,22,1,0,2
745,0,0,0,39,4,14179,3,0,30,1,0,3
746,0,0,0,13,4,1797,1,0,28,1,0,1
747,0,1,0,15,2,2511,0,1,23,0,0,2
748,1,1,0,12,2,1274,1,1,37,1,0,1
749,0,0,3,21,2,5248,2,0,26,1,0,2
750,0,0,3,15,2,3029,3,0,33,1,0,2
751,0,1,0,6,2,428,4,1,49,1,0,2
752,1,1,0,18,2,976,1,1,23,1,0,1
753,0,1,1,12,2,841,3,1,23,0,0,1
754,0,1,3,30,4,5771,3,1,25,1,0,2
755,1,0,3,12,3,1555,4,0,55,2,0,2
756,1,1,0,24,2,1285,3,1,32,0,0,2
757,0,0,2,6,4,1299,2,0,74,1,1,0
758,1,0,2,15,4,1271,2,0,39,2,0,2
759,0,0,3,24,2,1393,2,0,31,1,0,2
760,1,0,0,12,4,691,4,0,35,1,0,2
761,0,1,3,15,4,5045,4,1,59,1,0,2
762,1,1,0,18,4,2124,2,1,24,0,0,2
763,0,0,0,12,2,2214,2,0,24,1,0,1
764,1,0,3,21,4,12680,4,0,30,2,0,3
765,0,0,3,24,4,2463,3,3,27,1,0,2
766,0,0,1,12,2,1155,4,3,40,1,0,1
767,1,0,0,30,2,3108,1,2,31,1,0,1
768,0,1,3,10,2,2901,1,1,31,0,0,2
769,0,0,1,12,4,3617,4,0,28,0,0,2
770,0,0,3,12,4,1655,4,0,63,1,0,1
771,0,1,0,24,2,2812,4,1,26,0,0,2
772,1,1,0,36,4,8065,2,1,25,1,0,3
773,0,0,3,21,4,3275,4,0,36,1,0,3
774,0,0,3,24,4,2223,4,0,52,1,0,2
775,0,0,2,12,4,1480,0,0,66,2,0,0
776,1,1,0,24,2,1371,2,1,25,0,0,2
777,0,0,3,36,4,3535,3,0,37,1,0,2
778,0,1,0,18,2,3509,3,1,25,1,0,2
779,0,0,3,36,4,5711,4,0,38,1,0,3
780,0,1,1,18,2,3872,0,1,67,1,0,2
781,1,0,1,39,4,4933,3,0,25,1,0,2
782,0,0,3,24,4,1940,4,0,60,1,0,2
783,0,0,1,12,0,1410,2,0,31,1,0,1
784,1,1,1,12,2,836,1,1,23,1,0,1
785,0,0,1,20,2,6468,0,2,60,1,0,3
786,0,0,1,18,2,1941,2,0,35,1,0,1
787,0,0,3,22,2,2675,4,0,40,1,0,2
788,0,0,3,48,4,2751,4,0,38,1,0,2
789,1,0,1,48,3,6224,4,0,50,2,0,2
790,1,0,0,40,4,5998,2,0,27,1,0,2
791,1,1,1,21,2,1188,4,1,39,1,0,2
792,0,0,3,24,2,6313,4,0,41,1,0,3
793,0,0,3,6,4,1221,2,3,27,1,0,2
794,0,0,2,24,2,2892,4,2,51,2,0,2
795,0,0,3,24,2,3062,4,0,32,0,0,2
796,0,1,3,9,2,2301,1,1,22,0,0,2
797,1,0,0,18,2,7511,4,0,51,2,0,2
798,0,1,3,12,4,1258,1,1,22,0,0,1
799,0,0,3,24,3,717,4,3,54,1,0,2
800,0,0,1,9,2,1549,1,0,35,1,0,0
801,0,0,3,24,4,1597,4,0,54,2,0,2
802,0,1,1,18,4,1795,4,1,48,0,0,1
803,0,1,0,20,4,4272,4,1,24,1,0,2
804,0,0,3,12,4,976,4,0,35,1,0,2
805,0,1,1,12,2,7472,0,1,24,0,0,0
806,1,0,0,36,2,9271,3,0,24,1,0,2
807,0,0,1,6,2,590,1,3,26,1,1,1
808,0,0,3,12,4,930,4,0,65,1,0,2
809,0,0,1,42,1,9283,0,0,55,2,0,3
810,1,1,1,15,0,1778,1,1,26,0,0,0
811,0,0,1,8,2,907,1,3,26,1,0,2
812,0,0,1,6,2,484,3,3,28,1,0,1
813,1,0,0,36,4,9629,3,0,24,1,0,2
814,1,0,0,48,2,3051,2,0,54,1,0,2
815,1,0,0,48,2,3931,3,0,46,2,0,2
816,0,1,1,36,3,7432,2,1,54,0,0,2
817,0,0,3,6,2,1338,2,2,62,1,0,2
818,0,1,3,6,4,1554,3,1,24,0,0,2
819,0,0,0,36,2,15857,0,2,43,1,0,3
820,1,0,0,18,2,1345,2,3,26,1,0,2
821,0,0,3,12,2,1101,2,3,27,1,0,2
822,0,0,2,12,2,3016,2,3,24,1,0,2
823,1,0,0,36,2,2712,4,0,41,1,0,2
824,0,0,0,8,4,731,4,0,47,1,0,1
825,0,0,3,18,4,3780,1,2,35,1,0,3
826,0,0,0,21,4,1602,4,3,30,1,0,2
827,1,1,0,18,4,3966,4,1,33,0,0,2
828,1,0,3,18,0,4165,2,0,36,1,0,2
829,1,0,0,36,2,8335,4,0,47,2,0,2
830,0,0,1,48,3,6681,2,0,38,2,0,2
831,0,0,3,24,3,2375,2,0,44,1,0,2
832,1,1,0,18,2,1216,1,1,23,0,0,2
833,1,0,0,45,0,11816,4,0,29,0,0,2
834,0,1,1,24,2,5084,4,1,42,1,0,2
835,1,1,2,15,2,2327,1,1,25,1,0,1
836,1,0,0,12,0,1082,2,0,48,1,0,2
837,0,1,3,12,2,886,2,1,21,1,0,2
838,0,1,3,4,2,601,1,1,23,0,0,1
839,0,0,0,24,4,2957,4,0,63,1,0,2
840,0,0,3,24,4,2611,4,3,46,1,0,2
841,1,0,0,36,2,5179,3,0,29,1,0,2
842,0,0,3,21,3,2993,2,0,28,1,0,1
843,1,1,3,18,2,1943,1,1,23,1,0,2
844,0,0,3,24,1,1559,3,0,50,1,0,2
845,0,0,3,18,2,3422,4,0,47,1,0,2
846,0,0,1,21,2,3976,3,0,35,1,0,2
847,1,0,3,18,2,6761,2,0,68,0,0,2
848,0,0,3,24,2,1249,1,3,28,1,0,2
849,0,0,0,9,2,1364,3,0,59,1,0,2
850,1,0,0,12,2,709,4,0,57,1,0,1
851,1,0,0,20,4,2235,2,3,33,0,1,2
852,0,0,3,24,4,4042,3,0,43,1,0,2
853,0,0,3,15,4,1471,2,0,35,2,0,2
854,1,0,0,18,1,1442,3,0,32,2,0,1
855,0,0,3,36,3,10875,4,0,45,1,0,2
856,0,0,3,24,2,1474,1,3,33,1,0,2
857,0,1,3,10,2,894,3,1,40,1,0,2
858,0,0,3,15,4,3343,2,0,28,2,0,2
859,1,1,0,15,2,3959,2,1,29,1,0,2
860,0,0,3,9,2,3577,2,0,26,0,1,2
861,0,0,3,24,4,5804,2,0,27,1,0,2
862,1,0,3,18,3,2169,2,3,28,1,0,2
863,1,1,0,24,2,2439,1,1,35,1,0,2
864,0,0,3,27,4,4526,1,0,32,1,0,1
865,1,0,3,10,2,2210,2,0,25,0,0,1
866,0,1,3,15,2,2221,2,1,20,0,0,2
867,0,1,0,18,2,2389,1,1,27,1,0,2
868,0,0,3,12,4,3331,4,0,42,1,0,2
869,0,0,3,36,2,7409,4,0,37,1,0,2
870,0,1,0,12,2,652,4,1,24,0,0,2
871,0,1,3,36,3,7678,3,1,40,1,0,2
872,0,0,2,6,4,1343,4,0,46,1,1,2
873,0,0,0,24,4,1382,3,0,26,1,0,2
874,0,1,3,15,2,874,1,1,24,1,0,2
875,0,0,0,12,2,3590,2,0,29,1,0,1
876,0,1,1,11,4,1322,2,1,40,1,0,2
877,0,0,0,18,1,1940,1,0,36,2,0,3
878,0,0,3,36,2,3595,4,0,28,1,0,2
879,1,0,0,9,2,1422,1,0,27,2,0,3
880,0,0,3,30,4,6742,3,0,36,1,0,2
881,0,0,3,24,2,7814,3,0,38,1,0,3
882,0,0,3,24,2,9277,2,2,48,2,0,2
883,0,0,1,30,4,2181,4,0,36,1,0,2
884,0,1,3,18,4,1098,0,1,65,1,0,0
885,1,0,1,24,2,4057,3,2,43,1,0,2
886,1,1,0,12,2,795,1,1,53,1,0,2
887,0,0,1,24,4,2825,3,0,34,1,0,2
888,1,0,1,48,2,15672,2,0,23,1,0,2
889,0,0,3,36,4,6614,4,0,34,1,0,3
890,0,0,3,28,1,7824,1,0,40,0,0,2
891,0,0,0,27,4,2442,4,0,43,1,0,3
892,0,0,3,15,4,1829,4,0,46,1,0,2
893,0,0,0,12,4,2171,2,0,38,1,1,1
894,0,0,1,36,4,5800,2,0,34,1,0,2
895,0,0,3,18,4,1169,2,0,29,1,0,2
896,0,0,3,36,3,8947,3,0,31,1,0,3
897,0,1,0,21,2,2606,1,1,28,0,0,3
898,0,1,3,12,4,1592,3,1,35,1,1,2
899,0,1,3,15,2,2186,3,1,33,0,0,1
900,1,0,0,18,2,4153,2,0,42,1,0,2
901,1,0,0,16,4,2625,4,0,43,0,0,2
902,0,0,3,20,4,3485,1,2,44,1,0,2
903,0,0,3,36,4,10477,4,0,42,2,0,2
904,0,0,3,15,2,1386,2,3,40,0,0,2
905,0,0,3,24,2,1278,4,0,36,1,0,3
906,0,0,0,12,2,1107,2,0,20,0,0,3
907,0,0,0,21,2,3763,3,0,24,1,1,1
908,0,0,1,36,2,3711,2,3,27,1,0,2
909,0,1,3,15,3,3594,1,1,46,1,0,1
910,0,1,1,9,2,3195,2,1,33,1,0,1
911,0,1,3,36,3,4454,2,1,34,1,0,2
912,1,1,1,24,4,4736,1,1,25,1,0,1
913,0,1,1,30,2,2991,4,1,25,1,0,2
914,0,0,3,11,2,2142,4,2,28,1,0,2
915,1,0,0,24,1,3161,2,0,31,0,0,2
916,1,1,1,48,0,18424,2,1,32,1,1,3
917,0,0,3,10,2,2848,2,0,32,1,0,2
918,1,0,0,6,2,14896,4,0,68,1,0,3
919,1,0,0,24,2,2359,0,2,33,1,0,2
920,1,0,0,24,2,3345,4,0,39,0,0,3
921,0,1,3,18,4,1817,2,1,28,1,0,2
922,0,0,3,48,3,12749,3,0,37,1,0,3
923,1,1,0,9,2,1366,1,1,22,0,0,2
924,0,0,1,12,2,2002,3,0,30,0,0,2
925,1,0,0,24,1,6872,1,2,55,1,0,2
926,1,0,0,12,1,697,1,0,46,1,0,2
927,0,1,0,18,4,1049,1,1,21,0,0,2
928,1,0,0,48,2,10297,3,0,39,2,0,2
929,0,0,3,30,2,1867,4,0,58,1,0,2
930,0,0,0,12,3,1344,2,0,43,1,0,1
931,0,0,0,24,2,1747,1,0,24,1,1,1
932,1,1,1,9,2,1670,1,1,22,1,0,2
933,0,0,3,9,4,1224,2,0,30,1,0,2
934,0,0,3,12,4,522,4,0,42,1,0,2
935,0,1,0,12,2,1498,2,1,23,1,0,2
936,1,0,1,30,3,1919,1,0,30,1,0,3
937,1,1,2,9,2,745,2,1,28,1,0,1
938,0,0,1,6,2,2063,1,3,30,0,0,3
939,1,0,1,60,2,6288,2,0,42,2,0,2
940,0,0,3,24,4,6842,2,0,46,1,0,3
941,0,0,3,12,2,3527,1,0,45,1,0,3
942,0,0,3,10,2,1546,2,0,31,1,1,1
943,0,0,3,24,2,929,3,0,31,1,0,2
944,0,0,3,4,4,1455,3,0,42,1,0,1
945,0,1,0,15,2,1845,1,1,46,0,0,2
946,0,1,1,48,0,8358,1,1,30,1,0,2
947,1,0,0,24,1,3349,1,0,30,2,0,2
948,0,0,3,12,2,2859,0,0,38,1,0,3
949,1,0,3,18,2,1533,1,3,43,1,0,1
950,1,0,3,24,2,3621,4,0,31,1,0,2
951,0,0,1,18,4,3590,0,3,40,1,0,0
952,1,0,0,36,3,2145,3,0,24,1,0,2
953,1,1,1,24,2,4113,1,1,28,0,0,2
954,1,1,3,36,2,10974,0,1,26,1,0,3
955,0,1,0,12,2,1893,2,1,29,1,0,2
956,0,1,0,24,4,1231,4,1,57,0,0,3
957,0,0,2,30,4,3656,4,0,49,1,0,1
958,0,0,1,9,4,1154,4,0,37,1,0,1
959,1,0,0,28,2,4006,2,0,45,1,0,1
960,0,0,1,24,2,3069,4,0,30,2,0,2
961,0,0,3,6,4,1740,4,3,30,0,0,2
962,0,0,1,21,3,2353,2,2,47,1,0,2
963,0,0,3,15,2,3556,2,0,29,1,0,2
964,1,0,3,24,2,2397,4,0,35,1,0,2
965,0,0,1,6,2,454,1,3,22,1,0,1
966,0,1,1,30,2,1715,2,1,26,1,0,2
967,1,0,1,27,4,2520,2,0,23,1,0,1
968,0,1,3,15,2,3568,4,1,54,0,0,3
969,0,0,3,42,2,7166,3,3,29,0,0,2
970,0,0,0,11,4,3939,2,0,40,1,0,1
971,0,0,1,15,2,1514,2,0,22,1,0,2
972,0,0,3,24,2,7393,2,0,43,1,0,1
973,1,1,0,24,1,1193,0,1,29,0,0,0
974,1,0,0,60,2,7297,4,0,36,0,0,2
975,0,1,3,30,4,2831,2,1,33,1,0,2
976,0,1,2,24,2,1258,2,1,57,1,0,1
977,0,1,1,6,2,753,2,1,64,1,0,2
978,0,0,1,18,3,2427,4,0,42,1,0,2
979,1,0,3,24,3,2538,4,0,47,1,0,1
980,1,0,1,15,1,1264,2,3,25,0,0,2
981,1,0,1,30,4,8386,3,0,49,1,0,2
982,1,0,3,48,2,4844,0,0,33,0,0,3
983,0,1,2,21,2,2923,2,1,28,1,0,3
984,1,0,0,36,2,8229,2,0,26,1,0,2
985,0,0,3,24,4,2028,3,0,30,1,0,1
986,0,1,0,15,4,1433,2,1,25,0,0,2
987,0,0,2,42,0,6289,1,2,33,1,0,2
988,0,1,3,13,2,1409,0,1,64,1,0,2
989,0,0,0,24,2,6579,0,0,29,2,0,3
990,0,0,1,24,4,1743,4,0,48,1,0,1
991,0,0,3,12,4,3565,1,0,37,1,0,1
992,0,0,3,15,1,1569,4,0,34,1,0,1
993,0,0,0,18,2,1936,3,3,23,0,0,1
994,0,0,0,36,2,3959,0,0,30,1,0,3
995,0,0,3,12,2,2390,4,0,50,1,0,2
996,0,1,3,12,2,1736,3,1,31,1,0,1
997,0,0,0,30,2,3857,2,2,40,1,0,3
998,0,0,3,12,2,804,4,0,38,1,0,2
999,1,0,0,45,2,1845,2,0,23,2,0,2
1000,0,0,1,45,4,4576,0,0,27,1,0,2
